zoe,melgar,carlos,brito,sasil,era,claudia,marcelo,monreal
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,PRI,PRI,
,,,,,,,,
,,,,,,,PAN,
,,PVEM,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,PAN,,,PVEM,PVEM,MORENA,MORENA,PRI
,PRI,,,,PVEM,,MORENA,
,,,,,,,PRI,
,,,,,PVEM,,PRI,
,,,,,,,,
,,,,,,,PAN,
,PVEM,,,,,PRD,MORENA,
PES,PVEM,,PRD,PES,PVEM,MORENA,,
,,,,,,,PAN,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,PVEM,,,,,,,
,PVEM,,,,,,PRI,
,MORENA,,,,Ns/Nc,Ns/Nc,Ns/Nc,
,,,,,,MORENA,,
MORENA,MORENA,MORENA,MORENA,MORENA,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,PRI,,,,,,,
MORENA,,,,,,MORENA,MORENA,
,,,,,,,,
PRD,PRI,,PRD,,PVEM,,MORENA,
,,,,,,,MORENA,
MORENA,PVEM,,,,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
MORENA,,,,,,,MORENA,
,,,,,,,,
MORENA,,,,,,MORENA,MORENA,MORENA
PVEM,PVEM,,MORENA,,PVEM,MORENA,MORENA,
,,Ns/Nc,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,PVEM,MORENA,MORENA,PVEM,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
PVEM,,,,,PVEM,MORENA,MORENA,
,MORENA,MORENA,MORENA,,MORENA,,MORENA,MORENA
,PAN,,MORENA,PVEM,MORENA,,,PRI
MORENA,,,,,MORENA,MORENA,MORENA,
,PRI,,,,PVEM,MORENA,,
,,,,,PVEM,MORENA,,
,,MORENA,,,,,,
,,MORENA,,,,,,
,,,,,,,MORENA,
,,,,,,,PRI,
,,,,,,MORENA,,
MORENA,,MORENA,,,PVEM,MORENA,MORENA,MORENA
,,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,MORENA,,MORENA,
,,,,,,MORENA,MORENA,
MORENA,PRI,,MORENA,PVEM,MORENA,MORENA,MORENA,MORENA
,,,PRD,,,,,
,,,Ns/Nc,,PVEM,,MORENA,
,,,,,MORENA,MORENA,MORENA,
,,,,,PT,,,PRI
,,,,,PRI,MORENA,MORENA,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,MORENA,,,
PVEM,,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,Ns/Nc,Ns/Nc,,,
,,,,,,,,
,,,MORENA,,PVEM,,PRI,
,,,,,,,,
,,,,,MORENA,,,
,PVEM,PVEM,,PRD,,MORENA,PRD,PRD
,,MORENA,MORENA,,MORENA,MORENA,MORENA,MORENA
,Ns/Nc,MORENA,Ns/Nc,,PVEM,Ns/Nc,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,MORENA,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
MORENA,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,PVEM,,MORENA,PVEM,PVEM,MORENA,MORENA,MORENA
,,,,,PVEM,PRI,,
,,,,,,,,
MORENA,PRI,,MORENA,,MORENA,MORENA,MORENA,PRD
,,,,,,,,
,,,,,,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
MORENA,PVEM,,PRI,PVEM,PVEM,MORENA,MORENA,PAN
,,,,,PVEM,,,
,,,,,PVEM,,PRD,
,PVEM,,,,MORENA,MORENA,MORENA,PRD
,,,,,,MORENA,,
,,,,,,,,
,,,,MORENA,,,,
,,,,,,,MORENA,MORENA
,,,,,,,,
,,,,,,PRD,PRI,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,Mover a Chiapas,,,,
,,,,MORENA,,MORENA,,
MORENA,,,,MC,PVEM,MORENA,PRI,
,,,,,,,,
,,,,Mover a Chiapas,,,PVEM,
,,,,MORENA,,,,
,,,,,MORENA,MORENA,MORENA,
MORENA,,,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,PVEM,,,PRI
,,,,,,,MORENA,PRI
,,,,,,,,
,,,,,PRI,,PAN,
,,,,,,,,PAN
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,PES,,MORENA,,
,,,,,,,,
,,,,,,,,
,,MORENA,,PVEM,PRI,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PVEM,,MORENA,MORENA,,PVEM,,MORENA,MORENA
,,,Mover a Chiapas,,,,,
,,,,,,,,
,MORENA,,MORENA,MORENA,PRI,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,Ns/Nc,,
,,Ns/Nc,,,,,,
,PVEM,,Ns/Nc,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PVEM,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,PRI,,PRI,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PAN,Ns/Nc,MORENA,MORENA,MORENA
,,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,PRD,,PAN,,,,
,,,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,MORENA,
,,,,,,,,
,Ns/Nc,,PRI,,MORENA,MORENA,MORENA,Ns/Nc
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,MORENA,
,,,,,,,,
,,,,,,Ns/Nc,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
,,,,,,MORENA,,
,,,,,,MORENA,MORENA,MORENA
,,,,,,MORENA,PRI,
,,,,,,,,
,,,,Ns/Nc,,,,
MORENA,MORENA,,Ns/Nc,,MORENA,MORENA,MORENA,
,,,,,,,,
,Ns/Nc,,,,,,,
Ns/Nc,Ns/Nc,,,,Ns/Nc,,MORENA,Ns/Nc
Ns/Nc,,,,,,,,Ns/Nc
,PVEM,,,,,MORENA,,
,,,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
PVEM,PVEM,,,Mover a Chiapas,PVEM,MORENA,PRD,MORENA
,,,,,PVEM,,MORENA,
,,,,,,,,
,,,,,,,,PRI
,,,,,,,,
,PRI,,,,,,,
,,,,,,MORENA,PRI,
,,,,,,,,
,,,,,,,,
MORENA,,,,,,MORENA,PRI,
,,,,,,,,
,,,,,PRD,,,
,,,,,,,,
,Ns/Nc,,,,PVEM,Ns/Nc,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,PRD,,
,PVEM,,,,PVEM,MORENA,,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,PAN,
,,,,,,,,
MORENA,,,,Mover a Chiapas,MORENA,,,
,,,,,PRD,,,Ns/Nc
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,PVEM,,,
PVEM,,,,,PVEM,MORENA,,
,PT,,,PRI,,,,
PVEM,,,,,MORENA,MORENA,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
PRI,,,,PRD,,PRD,PAN,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
,,,,,,,PRD,
,PRI,,,,MORENA,MORENA,MORENA,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,Ns/Nc,MORENA,,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,Ns/Nc,MORENA,Ns/Nc,MORENA,MORENA
,,,,,,,,
,,,,,MORENA,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,PVEM,,,,,,
,,,,,,,,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,PVEM,,,PVEM,PVEM,MORENA,,
,,,,,,,,
,,,,,,,,
Ns/Nc,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PVEM,,MORENA,MORENA,
,,,,,,Ns/Nc,MORENA,
PRI,PVEM,,,,PAN,MORENA,MORENA,MORENA
,PVEM,,,,,,,
,,,,PES,,,,
,,,,,,,PAN,
,,,,,,,,
,PVEM,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,MORENA,
,,,,,,,,
,,,,,,,PRI,
PVEM,,MORENA,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,PVEM,,PVEM,PVEM,,PAN,
PAN,,MORENA,,PVEM,PVEM,MORENA,,
PRI,,MORENA,,,PVEM,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,MORENA,MORENA,
PRI,,,,,,,,
MORENA,,,,Ns/Nc,,MORENA,MORENA,
,,,,,,,,
MORENA,,,MORENA,,MORENA,MORENA,MORENA,
,,,,,,,,
MORENA,PVEM,,MORENA,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
PVEM,,MORENA,,,PVEM,,,
MORENA,PVEM,,MORENA,PVEM,MORENA,,PRD,MORENA
MORENA,PVEM,,MORENA,PES,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,Ns/Nc,,,,
,,,,,,,,
,,MORENA,,,,,,
,,,,,Mover a Chiapas,,,
,,MORENA,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,,MORENA
,,,,,,,,
,,,,,,,,
,,,,MORENA,PVEM,,,
,,,,,,,,
,,,MORENA,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,PVEM,
,,,,,PVEM,,,
,,,,,,,,
PRD,,,,PAN,,PVEM,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PAN,PRI,PVEM,,,PVEM,,,
,,,,,,,,
,PRI,,,,,,,
,,,,,,,Ns/Nc,
,PVEM,,,,PAN,MORENA,PRD,
,,,,,,,,
,,,,,,Ns/Nc,PRI,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PRD,PVEM,,,,,MORENA,PRD,
,PRI,,,,PVEM,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,Ns/Nc,
,,,,,,MORENA,,
,,,,,,,,
,MORENA,,MORENA,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,PRI,PAN,,,PVEM,Ns/Nc,,PES
,,,,,Ns/Nc,,,
,,,,,,,,
MORENA,PT,,,,Ns/Nc,MORENA,MORENA,PT
MORENA,,MORENA,,MORENA,,,MORENA,MORENA
,PRI,,,,,,,
,Ns/Nc,,,Ns/Nc,,,Ns/Nc,
,,,,,,,Ns/Nc,
,Ns/Nc,,,,,,,
,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc,Ns/Nc
,PRI,,,,,,,
MORENA,PVEM,,,PRD,PVEM,MORENA,MORENA,MORENA
,,,,MORENA,,,,
PRI,PT,PAN,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,,,
,,,MORENA,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,,,MORENA,,MORENA,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Ns/Nc,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,Ns/Nc,
,,,,,,,,
PRI,,,,,PVEM,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Ns/Nc,PVEM,,,MORENA,,MORENA,,
,,,,,,,PRD,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,Ns/Nc,
,,,,,,,,
,,,,PES,MORENA,,,
,,,,,PAN,,PT,
,,,,PVEM,,MORENA,MORENA,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,PES,MORENA,,,
,,,,,MORENA,,,
,,,,,,,MORENA,
MORENA,PRI,,MORENA,PRI,PRI,,PRI,PRI
,,,,,MORENA,MORENA,,
,,,,PANAL,,,,
,,,,,,,PRD,
,,,,,PVEM,MORENA,MORENA,MORENA
MORENA,MORENA,,MORENA,PES,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,PVEM,MORENA,MORENA,PES,PVEM,MORENA,,MORENA
MORENA,,,,,MORENA,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,MORENA,MORENA,
,MORENA,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,,MORENA,MORENA,MORENA
,,,Ns/Nc,Ns/Nc,MORENA,,Ns/Nc,
,,,,,,,,
,,,,MORENA,,MORENA,,
,,,,,,,MORENA,
,,,,,,,,Ns/Nc
,,,,,PT,MORENA,,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MORENA,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,MORENA,,,
,,,,,PVEM,,,
,,,,,,,,
PVEM,,,,,PVEM,,,
PVEM,,,,,,,,
,,,,,MORENA,,,
,,,,,,MORENA,,
,,,,,,,,
,,,PVEM,,,,,
,,,,,,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,MORENA,,MORENA,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MORENA,PRI,MORENA,MORENA,MORENA
,,,,,,,,
,,,PVEM,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MC,Ns/Nc,,,
,,,,,,,,
,,,,,PVEM,MORENA,PRI,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
MORENA,PRI,,MORENA,,MORENA,MORENA,MORENA,
,,,,,,,,
,PRI,,Chiapas Unido,PES,PVEM,MORENA,PRD,PRD
,,,,,,,,
,,,,,,MORENA,MORENA,MORENA
,,,,,,MORENA,MORENA,
,,,,,,MORENA,PRI,
PRI,PRI,,,PES,MORENA,,PRD,
,,,,,,,,
,,,,Ns/Nc,,,,
,,,,,,,,
,PRI,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,PES,PRI,,,
,,,,,,,,
,PRI,,,PT,MORENA,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,MORENA,,,,PRI,PRI
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,MORENA,
,PT,,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,MORENA,,
,PVEM,,,,,MORENA,MORENA,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,MORENA,PRI,,PRI,
MORENA,PVEM,MORENA,PRD,PVEM,PVEM,MORENA,MORENA,MORENA
,,,,MORENA,,MORENA,MORENA,MORENA
,,,,,,,,
MORENA,PVEM,,PVEM,PVEM,PVEM,MORENA,,
,,,,,MORENA,,MORENA,
,,,,,,,,
,,,,,,,,
,,MORENA,,,PRD,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,MORENA,,
,,,,,MORENA,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,,,,
,,,MORENA,,PVEM,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,PVEM,,,
MORENA,,MORENA,,MORENA,PRD,,PRI,
MORENA,,,,,PVEM,MORENA,PRI,
,,,,,PRI,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,Ns/Nc,Ns/Nc,Ns/Nc,
,,,,,PVEM,MORENA,,
,PRD,,MORENA,PVEM,MORENA,MORENA,MORENA,MORENA
,,,,,,,Ns/Nc,
,,,,,PVEM,MORENA,,
,,,,,,MORENA,,
,,,,,PVEM,MORENA,,
,,,,,PVEM,MORENA,PRI,
MORENA,,MORENA,,,,,,
,,,,,,,,
,,,,,,,Ns/Nc,
,,PT,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,Ns/Nc,,
,,,,,,,,
,,,MORENA,,PVEM,MORENA,,
,,,,Ns/Nc,,,,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,,
PRI,,,MORENA,,PVEM,,,
,,,,,,,,
,,,,,Ns/Nc,PRI,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,MORENA,MORENA,
PRI,,,PRI,PT,PRI,MORENA,Ns/Nc,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,,PRI,
,,,,,,,,
PRD,,,MORENA,PVEM,PVEM,PRD,PRD,PRD
,,,,,,,,
,,,,,,,,
,,,,PVEM,,MORENA,MORENA,PAN
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,PAN,,
,,,,,,,,
MORENA,PVEM,,PVEM,MORENA,PVEM,MORENA,PRD,
PRI,,,,PES,MORENA,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,PRI,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,,PRD,,,PVEM,,,MORENA
,,,,,,,,
,,,,,MORENA,,,
,,,,,,,,
MORENA,,PRD,,,MORENA,MORENA,MORENA,
,,,,,,,,
MORENA,,MORENA,,PVEM,PVEM,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,PVEM,,,,
MORENA,,,,,PRI,MORENA,PRI,
Ns/Nc,,Ns/Nc,,,Ns/Nc,,,
MORENA,,MORENA,,PVEM,PVEM,MORENA,PRD,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,,,PVEM,PVEM,PVEM,,MORENA,
,,,,,,,,
,PVEM,MORENA,,PVEM,PVEM,MORENA,MORENA,
,,,,,,,,
MORENA,,MORENA,,PRI,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
PVEM,,PRI,,PAN,PVEM,,PRI,MORENA
,,,,,,,,
PVEM,PRI,PRD,PVEM,PAN,PVEM,MORENA,PRD,MORENA
,,,,,,,,
MORENA,PVEM,MORENA,MORENA,,,,MORENA,
,,,,,,,,
MORENA,,,MORENA,PVEM,PVEM,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,PVEM,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,MORENA
,,,,,,,,
MORENA,PRI,,MORENA,PES,PVEM,MORENA,MORENA,MORENA
PRI,Ns/Nc,,MORENA,MORENA,PVEM,MORENA,,MORENA
,,,,,,,,
,Ns/Nc,,,,,,,
,Ns/Nc,,,,,,,
,,,,,,,,
,,PAN,,,Ns/Nc,MORENA,MORENA,PRI
MORENA,,,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,Ns/Nc,,,PVEM,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,MORENA,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,MORENA,,PRI,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PRD,,,
,,,,,,,,
,,,,,PVEM,,Ns/Nc,
,,,PRI,,,,,
,,,,,,,,
,,,,,PVEM,,PRI,
,,,,,,MORENA,MORENA,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,,MORENA,,,MORENA,MORENA,MORENA,PRI
,,,,,,,,
,,,,PAN,,,,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,Ns/Nc,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PRD,MORENA,MORENA,
,,,Ns/Nc,,PVEM,,PAN,
,,,,,,,,
,,,,PES,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PT,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MORENA,PVEM,,PRD,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRD,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,PRI,,,,,PAN,
MORENA,,,,PRI,MORENA,MORENA,MORENA,MORENA
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,PAN,
,,,,,,,,
,,,,,PRI,MORENA,MORENA,MORENA
MORENA,,,MORENA,,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
Ns/Nc,,,,,Ns/Nc,,Ns/Nc,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,Mover a Chiapas,PVEM,,,
,,,,,,Ns/Nc,,
,,,PRI,,,MORENA,MORENA,
MORENA,,,,,,,MORENA,
,,,,,,MORENA,,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,PAN,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,,,,,
,,,,,,,,
,,,,,,,,PRI
,,,,MORENA,,,MORENA,
,,,,,,MORENA,MORENA,MORENA
,,,,,,,MORENA,
PRI,,,Ns/Nc,PVEM,,PRI,PRI,PAN
,,,PRI,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
PVEM,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PRD,PRD,,MORENA,PT,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Ns/Nc,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,PRI
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
PRI,PVEM,,MORENA,PVEM,PVEM,,MORENA,
,,,,,,,MORENA,
,,,,,,,,
MORENA,PVEM,,MORENA,PVEM,PVEM,MORENA,MORENA,MORENA
,,,,,,,PRI,
,,,,PANAL,PVEM,,PRD,
MORENA,,PAN,,PVEM,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,PVEM,,,
,,,,Ns/Nc,,,,
,,,,,,,,
,,MORENA,,PVEM,,MORENA,MORENA,
,,,,,,MORENA,,
,,,,,,,MORENA,
,,,,,,,,
MORENA,PVEM,MORENA,MORENA,PVEM,PRD,MORENA,MORENA,MORENA
MORENA,PVEM,,MORENA,PVEM,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,MORENA,MORENA,,
PVEM,,MORENA,,,,MORENA,,
,,MORENA,,,,,,
,,,,,,,,
,,,,,,,,
PAN,,,,,PVEM,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,PVEM,,,
MORENA,,,,,PVEM,MORENA,PRI,
,,,,,,,,
,,,,,,,,PVEM
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,PVEM,,Ns/Nc,
,,,,,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,PVEM,,,
